,time,assetCode,assetName,volume,close,open,returnsClosePrevRaw1,returnsOpenPrevRaw1,returnsClosePrevMktres1,returnsOpenPrevMktres1,returnsClosePrevRaw10,returnsOpenPrevRaw10,returnsClosePrevMktres10,returnsOpenPrevMktres10,returnsOpenNextMktres10,universe
38796,2007-03-13 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2090900.0,10.16,10.24,-0.022136669874879722,0.013861386138613874,-0.006438586399242462,0.013623852736374767,-0.03053435114503822,-0.025689819219790633,0.006552907390837685,0.04710080386992209,-0.07780551637779745,0.0
40263,2007-03-14 22:00:00+00:00,AAI.N,AirTran Holdings Inc,3413400.0,9.87,10.18,-0.028543307086614234,-0.005859375,-0.0330965856318513,-0.004010362146754406,-0.050961538461538614,-0.030476190476190546,-0.017799657046267264,0.004684549437280444,-0.0026435176182519823,0.0
41727,2007-03-15 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2327100.0,9.99,9.9,0.012158054711246313,-0.027504911591355485,0.00951903480584456,-0.027622732975968702,-0.03571428571428559,-0.03790087463556835,-0.01790905865260201,-0.0057495928400654525,-0.02877127346624974,0.0
43191,2007-03-16 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1940800.0,9.92,9.97,-0.007007007007007071,0.007070707070707005,-0.004352261731193103,0.006948423152656773,-0.019762845849802257,-0.0367149758454105,-0.019423340281947823,-0.019653485781985766,-0.010908250567936033,0.0
44651,2007-03-19 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1743500.0,9.91,9.92,-0.0010080645161290036,-0.005015045135406293,-0.008383292243200793,-0.005074857933217334,-0.009990009990009985,-0.017821782178217838,-0.04848515462009359,-0.017584150050728838,0.031129745021371488,0.0
46109,2007-03-20 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1713000.0,10.04,9.88,0.013118062563067578,-0.004032258064516014,0.00849760261404409,-0.0037455029497047063,0.0040000000000000036,-0.01298701298701288,-0.01668756884997128,-0.049039408294809836,-0.009716872854606838,0.0
47570,2007-03-21 22:00:00+00:00,AAI.N,AirTran Holdings Inc,4693600.0,11.04,10.57,0.09960159362549792,0.06983805668016196,0.07697449183250873,0.06835986772850937,0.10954773869346734,0.062311557788944816,0.04460719043126753,0.04095205307830023,-0.03376836370097076,0.0
49029,2007-03-22 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1793400.0,10.84,11.04,-0.018115942028985477,0.044465468306527756,-0.017654530236513907,0.03567257944803293,0.07326732673267333,0.08875739644970393,0.02019143333032599,0.02335734993198757,-0.019324495700516003,0.0
50487,2007-03-23 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1256800.0,10.7,10.85,-0.01291512915129156,-0.017210144927536142,-0.014353803263266032,-0.017031175785946352,0.05940594059405946,0.07001972386587751,0.002935186188926818,0.016932905914751654,0.012309789159892337,0.0
51946,2007-03-26 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1631800.0,10.5,10.69,-0.01869158878504662,-0.014746543778801802,-0.019937751733384534,-0.015298720510252278,0.010587102983637964,0.05841584158415847,-0.04151801621171164,0.0019309162017160375,0.06446615578230959,0.0
53415,2007-03-27 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1973600.0,10.36,10.44,-0.01333333333333342,-0.023386342376052416,-0.005357617939353082,-0.02385195586575052,0.019685039370078705,0.01953125,-0.06528440655488527,-0.03324792046284648,0.10645227183791803,0.0
54885,2007-03-28 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2818700.0,10.28,10.25,-0.007722007722007707,-0.018199233716475027,0.0060003017974460116,-0.015028606632184166,0.041540020263424626,0.006876227897838927,-0.008400681522176191,-0.07780551637779744,0.08827358832789725,0.0
56354,2007-03-29 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1862868.0,10.2,10.37,-0.0077821011673151474,0.011707317073170742,-0.014313653093623872,0.017937306436341508,0.02102102102102088,0.04747474747474745,-0.027929941243070223,-0.0026435176182519754,0.10522723701822961,0.0
57822,2007-03-30 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1729451.0,10.27,10.17,0.006862745098039191,-0.01928640308582441,0.008904464564690235,-0.022427518496931947,0.035282258064516014,0.020060180541624728,-0.01888840511771793,-0.02877127346624974,0.080431615161065,0.0
59295,2007-04-02 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1822000.0,10.4,10.35,0.012658227848101333,0.017699115044247815,0.008169383990153267,0.018682144993168476,0.04944500504540872,0.043346774193548265,0.013952416370757899,-0.010908250567936019,0.06504169550867941,0.0
60766,2007-04-03 22:00:00+00:00,AAI.N,AirTran Holdings Inc,3122200.0,10.8,10.53,0.03846153846153855,0.017391304347825987,0.02082374638930514,0.015673906735443086,0.07569721115537864,0.0657894736842104,0.03161107362652585,0.031129745021371488,0.042407561160913265,0.0
62233,2007-04-04 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1959800.0,10.73,10.91,-0.0064814814814815325,0.0360873694207029,-0.009002580166021687,0.02822592651939375,-0.028079710144927383,0.032166508987701015,-0.0348897510953463,-0.009716872854606838,0.0674735265818114,0.0
63696,2007-04-05 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1240300.0,10.78,10.73,0.004659832246038942,-0.016498625114573784,-0.002244454883194763,-0.017403346785087398,-0.005535055350553542,-0.028079710144927383,-0.01918864893294657,-0.03376836370097076,0.02664267381148698,0.0
65154,2007-04-09 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1314200.0,10.94,10.78,0.014842300556586308,0.004659832246038942,0.013512023333367689,0.0007695523990435818,0.02242990654205612,-0.006451612903225823,0.010485367892782791,-0.019324495700516003,0.011078532438873655,0.0
66614,2007-04-10 22:00:00+00:00,AAI.N,AirTran Holdings Inc,3033727.0,11.12,10.94,0.01645338208409508,0.014842300556586308,0.010521674131522168,0.014170776193669982,0.059047619047619015,0.023386342376052305,0.044659832952562456,0.012309789159892337,0.010496229654565203,0.0
68078,2007-04-11 22:00:00+00:00,AAI.N,AirTran Holdings Inc,3972791.0,11.56,11.24,0.039568345323741205,0.02742230347349195,0.05202511757007212,0.02436245654903549,0.11583011583011604,0.07662835249042144,0.10125906356314265,0.06446615578230959,-0.026874069599644078,0.0
69545,2007-04-12 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2889100.0,11.56,11.47,0.0,0.020462633451957313,-0.013841555789572076,0.027207518244339746,0.12451361867704303,0.11902439024390254,0.0765599769219226,0.10645227183791803,-0.057584068929622034,0.0
71013,2007-04-13 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2217200.0,11.6,11.69,0.0034602076124565784,0.019180470793373816,-0.005280543681296842,0.0103614978062907,0.13725490196078427,0.12729026036644164,0.09097689183339686,0.08827358832789725,-0.05822471822135088,0.0
72481,2007-04-16 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2461565.0,11.83,11.62,0.01982758620689662,-0.005988023952095856,-0.0058125451955232214,-0.011748106053647626,0.15189873417721533,0.14257620452310715,0.07141292711034415,0.10522723701822961,-0.08348465105343525,0.0
73951,2007-04-17 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1628000.0,11.81,11.8,-0.0016906170752324368,0.015490533562822817,-0.006870833526612724,-0.0016139553998521863,0.13557692307692304,0.1400966183574881,0.05352935614661737,0.080431615161065,-0.08380848710227304,0.0
75419,2007-04-18 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2451600.0,11.94,11.81,0.01100762066045724,0.0008474576271186862,0.009084959735204935,-0.0023557989640327483,0.1055555555555554,0.12155745489078829,0.042796670890394115,0.06504169550867941,-0.05758360369854927,0.0
76886,2007-04-19 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1676000.0,11.68,11.84,-0.021775544388609736,0.002540220152413175,-0.018259742446548412,0.0012362955703519344,0.08853681267474367,0.08524289642529781,0.035496972571631064,0.042407561160913265,-0.07356244458641008,0.0
78350,2007-04-20 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2192400.0,11.69,11.9,0.0008561643835616195,0.0050675675675675436,-0.007602431396707307,0.006930890435644519,0.0844155844155845,0.1090400745573159,0.019031184668370976,0.0674735265818114,-0.014660550815082246,0.0
79815,2007-04-23 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2106600.0,11.61,11.63,-0.006843455945252375,-0.02268907563025202,-0.004798475648128613,-0.026380666680885345,0.0612431444241317,0.07884972170686466,0.0038988688889592046,0.02664267381148698,-0.04046824566817981,0.0
81280,2007-04-24 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2426500.0,11.6,11.56,-0.0008613264427217437,-0.006018916595012969,-0.0005504592872824531,-0.005147710146946048,0.043165467625899234,0.05667276051188308,-0.007218890798131025,0.011078532438873655,-0.04498094370575325,0.0
82742,2007-04-25 22:00:00+00:00,AAI.N,AirTran Holdings Inc,3763570.0,11.69,11.81,0.00775862068965516,0.021626297577854725,-0.0002619070043582347,0.021755201616998482,0.011245674740484324,0.05071174377224197,-0.04673106412103108,0.010496229654565203,-0.030076137006378904,0.0
84201,2007-04-26 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2956786.0,11.61,11.69,-0.006843455945252375,-0.010160880609652923,-0.006337498920369915,-0.010063805304911437,0.004325259515570945,0.019180470793373816,-0.04654835274965027,-0.026874069599644078,0.0168846782106683,0.0
85660,2007-04-27 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2588409.0,11.2,11.48,-0.03531438415159349,-0.017964071856287345,-0.03522630906627693,-0.018162107286232382,-0.034482758620689724,-0.017964071856287345,-0.06856126545744226,-0.057584068929622034,0.016274081807238192,0.0
87114,2007-04-30 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1784068.0,11.01,11.23,-0.016964285714285654,-0.021777003484320545,-0.008791081805243737,-0.02177808608007129,-0.0693153000845309,-0.033562822719449104,-0.08651670916435732,-0.05822471822135088,0.04040552976957429,0.0
88567,2007-05-01 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2103305.0,11.07,10.98,0.005449591280654031,-0.022261798753339224,0.0025652798152062564,-0.017687083426092626,-0.06265876375952584,-0.06949152542372883,-0.0856337549217725,-0.08348465105343525,0.02253345180413708,0.0
90022,2007-05-02 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2675484.0,11.48,11.05,0.03703703703703698,0.006375227686703067,0.02851535153063524,0.0046185290697067114,-0.038525963149078635,-0.06435224386113458,-0.07716854691328887,-0.08380848710227304,0.025740982886684097,0.0
91477,2007-05-03 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1397682.0,11.53,11.55,0.00435540069686402,0.045248868778280604,0.0003673877098488154,0.03892103471348183,-0.012842465753424737,-0.0244932432432432,-0.06439906949238534,-0.05758360369854927,0.0794104430000385,0.0
92931,2007-05-04 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1774992.0,11.82,11.55,0.025151777970511713,0.0,0.0232130057288723,-0.002605426936652894,0.011120615911035081,-0.02941176470588236,-0.02023918616296661,-0.07356244458641008,0.01929008738334735,0.0
94384,2007-05-07 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1062329.0,11.55,11.76,-0.022842639593908642,0.018181818181818077,-0.02509214575552798,0.01706982448419301,-0.0051679586563306845,0.011177987962166736,-0.04523155230554622,-0.014660550815082246,0.046352228671178664,0.0
95842,2007-05-08 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1320500.0,11.73,11.46,0.01558441558441559,-0.025510204081632515,0.016533629924925918,-0.026755249381488967,0.011206896551724244,-0.00865051903114189,-0.029884686349098966,-0.04046824566817981,0.06929621117496712,0.0
97300,2007-05-09 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1523392.0,11.78,11.67,0.004262574595055302,0.018324607329842868,0.0016860518206618979,0.018880876807645455,0.007698887938408783,-0.011854360711261669,-0.02404838212791003,-0.04498094370575325,0.04807370605767614,0.0
98761,2007-05-10 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1301647.0,11.61,11.68,-0.014431239388794537,0.0008568980291345785,0.006021390886102745,-0.00040892713688453876,0.0,-0.0008554319931565191,0.00623772247724866,-0.030076137006378904,0.05317437547977917,0.0
100221,2007-05-11 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1020300.0,11.62,11.61,0.0008613264427217437,-0.0059931506849315586,-0.012486216418254713,0.003694219395022994,0.03750000000000009,0.011324041811846541,0.013723470177303264,0.0168846782106683,0.04880929953790414,0.0
101670,2007-05-14 22:00:00+00:00,AAI.N,AirTran Holdings Inc,879267.0,11.58,11.65,-0.0034423407917383297,0.003445305770887197,-0.0009754410113090419,-0.0020633880457540154,0.05177111716621252,0.037399821905609976,0.011914560699775603,0.016274081807238192,0.03896939945329966,0.0
103121,2007-05-15 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1689039.0,11.4,11.8,-0.015544041450777146,0.012875536480686733,-0.013840579579296691,0.013790952172043246,0.02981029810298108,0.07468123861566478,0.009129683934253879,0.04040552976957429,0.10260722539178936,0.0
104571,2007-05-16 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2070727.0,11.79,11.48,0.03421052631578947,-0.027118644067796627,0.020523509864073995,-0.026370023095703993,0.027003484320557325,0.03891402714932113,0.011154600170878822,0.02253345180413708,0.054836541206959154,0.0
106020,2007-05-17 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2354598.0,12.12,11.98,0.027989821882951738,0.04355400696864109,0.029361740116130727,0.035350615835343824,0.05117085862966175,0.03722943722943728,0.04609881251017305,0.025740982886684097,0.019400569381286974,0.0
107466,2007-05-18 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1345400.0,12.03,12.49,-0.007425742574257432,0.04257095158597668,-0.01603201254087859,0.04323590200551675,0.017766497461928932,0.08138528138528134,0.011733286911329991,0.0794104430000385,0.024471084060954856,0.0
108915,2007-05-21 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1361313.0,11.98,11.99,-0.004156275976724744,-0.04003202562049635,-0.006365802931636297,-0.04319111154096023,0.03722943722943728,0.019557823129251695,0.03741298174566802,0.01929008738334735,-0.0016815614997003022,0.0
110365,2007-05-22 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1200290.0,12.26,11.93,0.023372287145241977,-0.005004170141784892,0.02422957581865313,-0.006257679179104268,0.04518329070758731,0.0410122164048865,0.04963977546192872,0.046352228671178664,-0.029210585308480322,0.0
111815,2007-05-23 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1018476.0,12.13,12.36,-0.010603588907014627,0.03604358759430015,-0.008948970100221816,0.03648580316449404,0.029711375212224223,0.059125964010282805,0.03391988099484881,0.06929621117496712,0.010590444763936502,0.0
113271,2007-05-24 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1590000.0,11.9,12.15,-0.018961253091508645,-0.016990291262135804,-0.003805028702737471,-0.015945064836001874,0.024978466838932123,0.04023972602739723,0.0374178660091292,0.04807370605767614,-0.07385818632861821,0.0
114725,2007-05-25 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1332300.0,11.94,11.96,0.003361344537815114,-0.0156378600823045,-0.004872913359419556,-0.004034365809318478,0.027538726333907082,0.030146425495262807,0.03868494982442238,0.05317437547977917,-0.0354807991438465,0.0
116180,2007-05-29 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1654091.0,12.15,12.03,0.017587939698492594,0.005852842809364489,0.015263363938553867,-0.0003529590914614165,0.04922279792746109,0.032618025751072866,0.0618478957899871,0.04880929953790414,-0.016706007005472492,0.0
117642,2007-05-30 22:00:00+00:00,AAI.N,AirTran Holdings Inc,977300.0,12.26,12.0,0.009053497942386857,-0.0024937655860348684,-0.0013617004372921768,-0.004018927253279304,0.07543859649122808,0.016949152542372836,0.08735813261104274,0.03896939945329966,-0.050703502442767306,0.0
119102,2007-05-31 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1090240.0,12.39,12.3,0.01060358890701485,0.025000000000000133,0.010273651680938111,0.01643325917028066,0.05089058524173051,0.0714285714285714,0.06074005968084688,0.10260722539178936,-0.05731513108194906,0.0
120563,2007-06-01 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1673220.0,12.47,12.39,0.006456820016142117,0.007317073170731714,0.0024214231356006,0.007028120204493518,0.028877887788778978,0.03422370617696169,0.0354030707755711,0.054836541206959154,-0.0799244617648269,0.0
122019,2007-06-04 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1463160.0,12.18,12.39,-0.023255813953488413,0.0,-0.025223382830569113,-0.0026646666779989794,0.012468827930174564,-0.008006405124099225,0.008055382262077727,0.019400569381286974,-0.04554911934539993,0.0
123476,2007-06-05 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1742500.0,12.02,12.17,-0.013136288998357948,-0.017756255044390712,-0.007228882758024197,-0.019103756838575094,0.0033388981636059967,0.015012510425354453,3.292890043342725e-05,0.024471084060954856,-0.037553795228374195,0.0
124939,2007-06-06 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1899100.0,11.97,11.9,-0.004159733777038155,-0.022185702547247277,0.005728141694536266,-0.01723135525422832,-0.023654159869494262,-0.0025146689019278634,-0.013187987645019704,-0.0016815614997003022,-0.014425265179526857,0.0
126404,2007-06-07 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2039100.0,11.64,11.9,-0.027568922305764465,0.0,-0.005076400438091277,0.007639158236283485,-0.04039571310799672,-0.03721682847896435,0.013421772297920673,-0.029210585308480322,-0.0858822080692141,0.0
127870,2007-06-08 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1422800.0,11.88,11.65,0.020618556701030855,-0.021008403361344574,0.00542205732971311,-0.003124383789560002,-0.001680672268907557,-0.04115226337448563,-0.0019690964661877707,0.010590444763936502,0.02699033324057964,0.0
129331,2007-06-11 22:00:00+00:00,AAI.N,AirTran Holdings Inc,3011020.0,11.53,11.08,-0.029461279461279632,-0.04892703862660952,-0.030785472605807756,-0.05375897021266695,-0.03433835845896149,-0.07357859531772581,-0.021566704954202626,-0.07385818632861821,-0.01914950394206182,0.0
130796,2007-06-12 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2406747.0,11.27,11.43,-0.02254986990459673,0.03158844765342961,-0.005847169045649983,0.031127688462738137,-0.07242798353909474,-0.04987531172069826,-0.019201129860499613,-0.0354807991438465,-0.03147766744508896,0.0
132262,2007-06-13 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2255700.0,11.24,11.1,-0.002661934338952898,-0.02887139107611547,-0.021679102845458747,-0.021065241202003593,-0.0831973898858075,-0.07500000000000007,-0.04959587989792492,-0.016706007005472492,0.01596862653797482,0.0
133729,2007-06-14 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2395800.0,11.29,11.24,0.004448398576512469,0.012612612612612706,-0.0014912032129397231,0.0005790937597931305,-0.08878127522195334,-0.08617886178861789,-0.06976976805643384,-0.050703502442767306,-0.020177606511835658,0.0
135197,2007-06-15 22:00:00+00:00,AAI.N,AirTran Holdings Inc,2227200.0,11.29,11.44,0.0,0.017793594306049654,-0.006754932978965028,0.013922145852888467,-0.09462710505212524,-0.07667473769168698,-0.08560089764178681,-0.05731513108194906,-0.0035218704012065782,0.0
136658,2007-06-18 22:00:00+00:00,AAI.N,AirTran Holdings Inc,964800.0,11.36,11.29,0.00620017714791854,-0.013111888111888126,0.0074858357968122366,-0.016092470555374157,-0.0673234811165846,-0.08878127522195334,-0.045690146111931125,-0.0799244617648269,-0.0010463436218484685,0.0
138121,2007-06-19 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1610300.0,11.45,11.36,0.007922535211267512,0.00620017714791854,0.005969136418530231,0.006809651342199211,-0.04742096505823634,-0.06655710764174205,-0.05488815752847098,-0.04554911934539993,-0.010568550816213225,0.0
139587,2007-06-20 22:00:00+00:00,AAI.N,AirTran Holdings Inc,1619900.0,11.58,11.55,0.011353711790393017,0.01672535211267623,0.022855960757055,0.015464128423735221,-0.03258145363408527,-0.02941176470588236,-0.020273696903644882,-0.037553795228374195,-0.05496792609362304,0.0
